criminal_act_id,offense_id
6,16392767
6,16392768
6,16392769
3,16392769
6,16393404
6,16392770
6,16390147
6,16397668
6,16397669
6,16390148
6,16393405
6,16393406
6,16390149
6,16393408
6,16390150
6,16393407
6,16393409
6,16392771
6,16397670
6,16392764
6,16392765
6,16392766
6,16392772
6,16390151
6,16390152
9,16404109
9,16399882
9,16406219
9,16399883
9,16404110
9,16406221
9,16404111
9,16408361
9,16408364
3,16406224
6,16406224
3,16399886
6,16399886
9,16404114
9,16404115
9,16406225
9,16408366
9,16406227
9,16406230
9,16404118
9,16408367
9,16406231
9,16408369
9,16408370
9,16406232
9,16401822
9,16404121
9,16401823
9,16404122
9,16404124
3,16408372
6,16408372
9,16401825
9,16406235
9,16401826
6,16406236
9,16404127
9,16401829
9,16401830
9,16401831
9,16404515
9,16406238
9,16408377
3,16404566
6,16404566
9,16409302
9,16409303
3,16405915
6,16405915
9,16405916
9,16406240
9,16406241
9,16406242
9,16404519
9,16408378
9,16401833
9,16408379
9,16404521
3,16404524
6,16404524
9,16406243
6,16406244
3,16406245
6,16406245
6,16401836
9,16408380
9,16404528
9,16401838
9,16404530
9,16401839
9,16401840
9,16401842
9,16401843
9,16401845
9,16401853
9,16406251
9,16410869
9,16406252
9,16406253
9,16406254
9,16404543
9,16404544
9,16404545
9,16404546
8,16404547
6,16404547
3,16406257
6,16406257
9,16401857
9,16404548
9,16404549
9,16406258
9,16401858
9,16406260
9,16404551
9,16404535
9,16404536
9,16401848
9,16401849
9,16404537
9,16408385
9,16401850
9,16404538
9,16404539
9,16406247
9,16406248
9,16401852
9,16406262
9,16401860
9,16401861
9,16401862
3,16401863
6,16401863
8,16401865
6,16401865
9,16406266
8,16406267
6,16406267
9,16406268
9,16410876
7,16404557
3,16404557
9,16404558
9,16404560
9,16406269
9,16404561
9,16401868
9,16404562
9,16404563
9,16410881
9,16410882
9,16410883
9,16404564
9,16401871
9,16401872
9,16410884
9,16410885
9,16406273
9,16406274
9,16410886
9,16401873
9,16406276
9,16404567
9,16404569
9,16410887
9,16406278
9,16404570
9,16401875
9,16410889
9,16401876
9,16410890
9,16410891
9,16410892
9,16406282
9,16401877
9,16404572
9,16410893
9,16410894
3,16401880
6,16401880
9,16401881
9,16401882
9,16404573
9,16404574
9,16406284
9,16404575
9,16404576
9,16404577
9,16410897
9,16406285
9,16404578
9,16410898
9,16410899
9,16410900
9,16406287
9,16406288
9,16401887
9,16410901
9,16410902
9,16404580
9,16404583
9,16401889
9,16401890
9,16406289
9,16401891
9,16404584
9,16404585
9,16410905
6,16406292
3,16408383
6,16408383
9,16410906
9,16404588
9,16401894
9,16406296
9,16406297
9,16401895
9,16406299
9,16401896
9,16406300
9,16410909
9,16406301
9,16404593
9,16404594
9,16401897
9,16401898
9,16401899
9,16401900
9,16401901
9,16406302
9,16404596
9,16410912
9,16406682
9,16410914
9,16401903
9,16401905
9,16410916
9,16404599
9,16407094
9,16406687
9,16406294
9,16406295
3,16404589
6,16404589
9,16404590
9,16404591
