criminal_act_id,offense_id
6,21100443
6,21110485
6,21110486
6,21100444
6,21112024
6,21112025
6,21100445
6,21100446
6,21094892
9,21126354
9,21114971
9,21122195
9,21126355
9,21126356
9,21126358
9,21108935
9,21108936
9,21126359
9,21108389
6,21108390
9,21126365
9,21108944
9,21126366
9,21122709
9,21114984
8,21108946
6,21108946
9,21126872
9,21114986
9,21122714
9,21108393
9,21108394
9,21108383
9,21114979
9,21122701
3,21122704
6,21122704
9,21108938
9,21114980
9,21126361
9,21122705
9,21108940
9,21108386
9,21126362
9,21108397
9,21108398
9,21108399
6,21114988
9,21126922
9,21126363
9,21122700
9,21122716
9,21114989
9,21114990
9,21122718
9,21114991
9,21122720
9,21126875
6,21108952
9,21108403
9,21108404
9,21114993
9,21122724
9,21126878
9,21114995
9,21126881
9,21122725
9,21126882
9,21108959
9,21122727
9,21126883
9,21122729
9,21108986
9,21108441
9,21127784
9,21126352
9,21108961
9,21108962
9,21108963
9,21122731
9,21108409
9,21126886
6,21126889
9,21108411
9,21122736
9,21122737
9,21115000
9,21122738
9,21108965
9,21126890
9,21108967
9,21108414
9,21126893
9,21108968
9,21122739
9,21108969
9,21108417
9,21122741
9,21126896
9,21108419
9,21122743
9,21122756
9,21108964
9,21108973
9,21115003
9,21115008
9,21126899
9,21108983
9,21126901
9,21108984
9,21115014
9,21108990
9,21126903
9,21126904
9,21115016
9,21108425
9,21126898
9,21108427
9,21122752
6,21115007
3,21115007
9,21108428
9,21115018
6,21108995
9,21108432
9,21108997
6,21108435
9,21109508
9,21108437
9,21115026
9,21126914
9,21127783
9,21109524
9,21126938
9,21126939
9,21108460
9,21115041
9,21126924
9,21126925
9,21126926
9,21126927
9,21126928
9,21127788
9,21126935
9,21127790
9,21127791
9,21126937
9,21115039
9,21115043
9,21115044
9,21108464
9,21115048
9,21126943
9,21127800
9,21108466
9,21127793
9,21126967
9,21108454
9,21109541
9,21109542
9,21126947
6,21108477
9,21127811
9,21126952
9,21126953
9,21115063
9,21127817
9,21108999
9,21109002
9,21127820
9,21115065
9,21114627
9,21112861
9,21112843
9,21109555
9,21109556
9,21109003
9,21115070
9,21127823
9,21112839
9,21109557
9,21126960
9,21126962
9,21109561
9,21115074
9,21115075
9,21127831
9,21114646
9,21127835
9,21127836
9,21109564
9,21109565
9,21126966
9,21109566
9,21115077
9,21127842
9,21119398
9,21109569
9,21109570
9,21119399
9,21108933
9,21119400
9,21109572
9,21109574
9,21119403
9,21127843
9,21126971
9,21127845
9,21127847
9,21126973
9,21114625
9,21119413
9,21126978
9,21112862
9,21127853
9,21112864
9,21114631
9,21112868
9,21112870
9,21119417
9,21119418
9,21126983
9,21126976
9,21119411
9,21126353
9,21114644
9,21114645
9,21119427
9,21127862
9,21126988
9,21127864
9,21126989
9,21126992
9,21114641
9,21114647
9,21126996
9,21112881
9,21126998
9,21119431
9,21127869
9,21127870
9,21114649
8,21112884
6,21112884
9,21114650
9,21127508
9,21127509
9,21119437
9,21114651
6,21119438
9,21119439
9,21127510
9,21127511
9,21127512
9,21112887
3,21112897
9,21127879
9,21127521
6,21119449
9,21114663
9,21112898
9,21119450
9,21127514
9,21127516
9,21127874
9,21114656
9,21127875
9,21112893
9,21127517
9,21112894
9,21127877
6,21127518
9,21114658
9,21112895
9,21112896
6,21119451
9,21112899
9,21114667
9,21114668
9,21114669
9,21119455
9,21114674
9,21127523
9,21127524
9,21119456
9,21127525
9,21112901
9,21127885
9,21131331
9,21119457
9,21114676
9,21114677
3,21112903
9,21112905
9,21119460
9,21114681
9,21128389
9,21131336
9,21112909
9,21114684
9,21114685
9,21128391
9,21112911
9,21114686
9,21114687
9,21119461
9,21112913
9,21131339
9,21112914
9,21128392
9,21112915
9,21119464
9,21119465
9,21128393
9,21112918
9,21114689
9,21114691
9,21112921
9,21112922
9,21114692
6,21112925
6,21119469
9,21128394
6,21128395
9,21128396
9,21119471
9,21131342
9,21131344
9,21114695
9,21131346
6,21112928
8,21112928
6,21119473
9,21114696
9,21114698
9,21128402
9,21119474
9,21119475
9,21131349
9,21114700
9,21114702
9,21131350
9,21114706
9,21114707
9,21112933
9,21119476
9,21131353
9,21131354
9,21119481
9,21114711
9,21131356
9,21114713
9,21119484
9,21128411
9,21131361
9,21131362
9,21131365
9,21131366
9,21114716
9,21131369
9,21131370
9,21128413
9,21114717
9,21128415
9,21112940
9,21131371
9,21119489
9,21112941
9,21112942
9,21119491
9,21131374
9,21113454
9,21128418
9,21131378
9,21113456
9,21128420
9,21131382
9,21119496
9,21115228
9,21128426
9,21128428
9,21115231
9,21131389
9,21119510
9,21113471
9,21128438
9,21128443
9,21128442
9,21113480
9,21120036
9,21128444
9,21113483
6,21131409
3,21131410
6,21131410
9,21115254
9,21115255
9,21128448
9,21128449
9,21128450
9,21131411
6,21119526
8,21128451
6,21128451
6,21131412
6,21113491
9,21120031
6,21113492
6,21113493
9,21120033
6,21115252
6,21115253
9,21113497
9,21128459
3,21113498
6,21113498
6,21113499
9,21113503
3,21128460
6,21128460
3,21113505
6,21113505
9,21113506
9,21131930
9,21131931
9,21131932
9,21113509
9,21115264
6,21131935
9,21131936
9,21131937
9,21113510
9,21113511
9,21113513
6,21113514
6,21120041
6,21120042
3,21128463
6,21128463
3,21120043
6,21120043
6,21120044
6,21131941
6,21128465
6,21120045
6,21120046
9,21128467
9,21113515
9,21115272
9,21128471
6,21114466
6,21108919
6,21122180
6,21108381
6,21108931
6,21126350
6,21122190
6,21108920
6,21122181
6,21108371
6,21122191
6,21126338
6,21122182
6,21108372
6,21108373
6,21126339
6,21126347
3,21126347
6,21122189
6,21108921
6,21114967
6,21126340
6,21114968
6,21126348
3,21126348
6,21122192
6,21126351
6,21126341
6,21126342
6,21122183
6,21108922
6,21108925
6,21122185
6,21108375
6,21108374
6,21108923
6,21108924
6,21122184
6,21122186
6,21108376
6,21108926
6,21108927
6,21108379
6,21108380
6,21108928
3,21108928
6,21126344
6,21122188
6,21114969
3,21114969
6,21108377
6,21108929
6,21126345
6,21126343
6,21108378
6,21122187
6,21108930
6,21126346
6,21126349
6,21142719
6,21124582
6,21119706
7,21119706
8,21119706
9,21124824
9,21113522
9,21128472
9,21115273
9,21120051
9,21128473
9,21113523
9,21128474
9,21128475
9,21128476
9,21120053
6,21128477
9,21128478
9,21113525
9,21113526
9,21120054
9,21120055
9,21128479
9,21113527
9,21115276
9,21128480
9,21128481
3,21131960
3,21120058
3,21131962
3,21131963
9,21133497
3,21120060
9,21115280
6,21133500
6,21131964
6,21120065
9,21120067
9,21131959
9,21115279
9,21131982
6,21113541
9,21131965
9,21131966
9,21131967
9,21133504
1,21115284
9,21120072
9,21113543
9,21133506
9,21131969
9,21113544
9,21120077
9,21117374
9,21120079
9,21115287
9,21120080
9,21115288
9,21131974
6,21120082
9,21120083
9,21120084
9,21115290
9,21133508
9,21115291
9,21133509
9,21115292
9,21120085
9,21131980
9,21131981
9,21120087
9,21120088
9,21120089
9,21131983
9,21131984
9,21117378
9,21131985
9,21115295
9,21115296
9,21120093
9,21117382
9,21133510
9,21117383
9,21117384
9,21120094
6,21120095
6,21115297
9,21115299
9,21131990
9,21133511
9,21115301
9,21115302
6,21120098
6,21131994
5,21131994
8,21131994
9,21131995
9,21131996
9,21133513
6,21123913
9,21131997
9,21131998
9,21117388
9,21133517
9,21132001
9,21115306
9,21117905
9,21123919
9,21115307
9,21123920
9,21115309
9,21123923
9,21115312
6,21117912
9,21123924
9,21117390
9,21117901
9,21131999
9,21132000
9,21115305
6,21117904
9,21123916
9,21115320
9,21134636
2,21124509
9,21117994
9,21123925
9,21117915
9,21133553
9,21117946
9,21115313
9,21133524
9,21133525
9,21117916
9,21132008
9,21133526
9,21117917
9,21132011
9,21115314
9,21115316
9,21115317
9,21117918
9,21117920
9,21117921
9,21115319
9,21117922
9,21123926
9,21133530
9,21119139
6,21117924
9,21133531
9,21133532
9,21117925
6,21117926
9,21133533
9,21133534
9,21133535
9,21117927
9,21132016
9,21119143
9,21132017
9,21119144
9,21132019
9,21133539
9,21133540
9,21123928
9,21119146
3,21117932
9,21133543
9,21123931
9,21119655
9,21117933
9,21132023
9,21119657
6,21119658
9,21119659
9,21132025
9,21117935
9,21123934
9,21117937
9,21117938
6,21133545
9,21117939
9,21117940
9,21119660
9,21119661
6,21132028
9,21119662
9,21119663
6,21117942
9,21117943
9,21119664
9,21133547
9,21132033
9,21133554
9,21123938
9,21117947
9,21117948
9,21132035
9,21117951
9,21117953
6,21123941
9,21123942
3,21119675
6,21137058
9,21133559
6,21119676
9,21133561
9,21123944
9,21119677
9,21119680
9,21133564
9,21133565
9,21133566
9,21123948
9,21134073
9,21119682
9,21119683
9,21117960
9,21134075
9,21117966
9,21119667
9,21123937
9,21133549
9,21124482
9,21137091
9,21137092
9,21134102
9,21124483
9,21137093
9,21119711
9,21134105
1,21137096
9,21134106
9,21137097
9,21124485
9,21119712
9,21119713
9,21137098
9,21134107
9,21117991
9,21137099
9,21124487
9,21119716
6,21117992
6,21134113
9,21119717
9,21134115
6,21124519
7,21124519
8,21124519
9,21134177
6,21124490
9,21119721
9,21134116
9,21124493
8,21119723
9,21119724
9,21137104
6,21119727
7,21119727
8,21119727
9,21117995
9,21119728
9,21124496
8,21119730
6,21124497
9,21119731
6,21137105
9,21124498
9,21119732
9,21124499
9,21119734
9,21134121
9,21117998
9,21124500
9,21137106
9,21124501
9,21117999
9,21137108
9,21137109
1,21124502
6,21118000
9,21137111
9,21118001
9,21118002
9,21124503
9,21137113
9,21137114
9,21119738
9,21137625
9,21124505
9,21137626
9,21124506
9,21134122
9,21124476
9,21119701
9,21119702
9,21137083
9,21137085
9,21119703
9,21124477
9,21119705
9,21117980
9,21134100
9,21119707
9,21117984
9,21117985
9,21137087
9,21117986
9,21119708
9,21123952
9,21124460
9,21134077
9,21124461
9,21117961
9,21117962
9,21124462
9,21119692
9,21124463
6,21117964
2,21134083
9,21134085
2,21119693
9,21117967
9,21117968
9,21137071
9,21134087
9,21124466
9,21137072
9,21137073
9,21124467
9,21117969
9,21124469
9,21142156
9,21124470
9,21137076
9,21124471
6,21134089
9,21117972
9,21117973
9,21134091
9,21117977
9,21134092
9,21124474
9,21119698
9,21137080
9,21124475
9,21117979
9,21137081
9,21137082
9,21119700
9,21129996
9,21137631
9,21124512
9,21137632
9,21137634
9,21118009
9,21134131
6,21119746
9,21119747
9,21119749
9,21118014
9,21137648
6,21119760
9,21134147
9,21124526
9,21124527
9,21118018
9,21118019
9,21134148
9,21137649
9,21119761
9,21119762
9,21134150
9,21118020
9,21118021
9,21119763
9,21119764
6,21137650
6,21119765
8,21119765
1,21119765
9,21119766
9,21124530
9,21119768
9,21124534
9,21134152
9,21137652
9,21124535
9,21118024
6,21137656
9,21134155
9,21124537
9,21118523
9,21137658
6,21118524
